Name,Kingdom,Phylum,Class,Order,Family,Genus,Species,Strain,3540_EB2225,3541_EB2225,3542_EB2225,3543_EB2225,3846_CP04536,3847_CP04536,3848_CP04536,3849_CP04536,3850_CP04536,3851_CP04536,3866_CP04536,3868_CP04536,Taxonomy Id,Taxonomy Lineage
Bacteroides caecimuri,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides caecimuri,Bacteroides caecimuri,0,0,0,0,0,0,114.44,0,0,0,0,0,2516958,k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Bacteroidaceae(815);g__Bacteroides(816);s__Bacteroides caecimuri(2516958);t__Bacteroides caecimuri(2516958);
Bacteroides cellulosilyticus,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides cellulosilyticus,Bacteroides cellulosilyticus,0,0,185.01,0,0,0,0,0,0,0,0,0,246787,k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Bacteroidaceae(815);g__Bacteroides(816);s__Bacteroides cellulosilyticus(246787);t__Bacteroides cellulosilyticus(246787);
Bacteroides clarus YIT 12056,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides clarus,Bacteroides clarus YIT 12056,0,111.73,110.81,0,0,0,0,0,0,0,0,0,762984,k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Bacteroidaceae(815);g__Bacteroides(816);s__Bacteroides clarus(626929);t__Bacteroides clarus YIT 12056(762984);
Bacteroides dorei CL03T12C01,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales_u_f,Phocaeicola,Phocaeicola dorei,Bacteroides dorei CL03T12C01,0,41959.63,41221.9,0,0,23277.51,43645.27,0,0,0,0,0,997877,k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Bacteroidales_u_f(171549);g__Phocaeicola(909656);s__Phocaeicola dorei(357276);t__Bacteroides dorei CL03T12C01(997877);
Phocaeicola dorei,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales_u_f,Phocaeicola,Phocaeicola dorei,Phocaeicola dorei,0,0,0,1949.83,0,0,0,0,0,0,0,0,357276,k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Bacteroidales_u_f(171549);g__Phocaeicola(909656);s__Phocaeicola dorei(357276);t__Phocaeicola dorei(357276);
Bacteroides eggerthii 1_2_48FAA,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides eggerthii,Bacteroides eggerthii 1_2_48FAA,0,417.29,527.47,1363.25,0,968.05,1700.43,0,0,0,0,0,665953,k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Bacteroidaceae(815);g__Bacteroides(816);s__Bacteroides eggerthii(28111);t__Bacteroides eggerthii 1_2_48FAA(665953);
Bacteroides faecis MAJ27,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides faecis,Bacteroides faecis MAJ27,0,293.12,285.21,0,0,0,0,0,0,0,0,0,1077285,k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Bacteroidaceae(815);g__Bacteroides(816);s__Bacteroides faecis(674529);t__Bacteroides faecis MAJ27(1077285);
Bacteroides finegoldii DSM 17565,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides finegoldii,Bacteroides finegoldii DSM 17565,0,3058.98,2892.84,249.6,0,3319.24,6984.4,0,0,0,0,0,483215,k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Bacteroidaceae(815);g__Bacteroides(816);s__Bacteroides finegoldii(338188);t__Bacteroides finegoldii DSM 17565(483215);
Bacteroides fragilis,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis,Bacteroides fragilis,0,598.73,145.57,0,0,89.85,0,0,0,0,0,0,817,k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Bacteroidaceae(815);g__Bacteroides(816);s__Bacteroides fragilis(817);t__Bacteroides fragilis(817);
Bacteroides fragilis str. 3397 T10,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis,Bacteroides fragilis str. 3397 T10,0,0,0,0,0,0,79.79,0,0,0,0,0,1339284,k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Bacteroidaceae(815);g__Bacteroides(816);s__Bacteroides fragilis(817);t__Bacteroides fragilis str. 3397 T10(1339284);
Bacteroides intestinalis DSM 17393,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides intestinalis,Bacteroides intestinalis DSM 17393,0,0,0,0,0,0,175.97,0,0,0,0,0,471870,k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Bacteroidaceae(815);g__Bacteroides(816);s__Bacteroides intestinalis(329854);t__Bacteroides intestinalis DSM 17393(471870);
Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales_u_f,Phocaeicola,Phocaeicola massiliensis,Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223,0,29083.02,29238.57,0,0,5843.36,8459.84,0,0,0,0,0,1121098,k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Bacteroidales_u_f(171549);g__Phocaeicola(909656);s__Phocaeicola massiliensis(204516);t__Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223(1121098);
Bacteroides ovatus CL02T12C04,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,Bacteroides ovatus CL02T12C04,0,0,0,0,0,1294.28,3238.37,0,0,0,0,0,997885,k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Bacteroidaceae(815);g__Bacteroides(816);s__Bacteroides ovatus(28116);t__Bacteroides ovatus CL02T12C04(997885);
Bacteroides ovatus SD CMC 3f,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,Bacteroides ovatus SD CMC 3f,0,1295.7,1309.93,140.6,0,0,0,0,0,0,0,0,702443,k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Bacteroidaceae(815);g__Bacteroides(816);s__Bacteroides ovatus(28116);t__Bacteroides ovatus SD CMC 3f(702443);
Bacteroides thetaiotaomicron,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,Bacteroides thetaiotaomicron,0,0,3683.03,0,0,0,307.7,0,0,0,0,0,818,k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Bacteroidaceae(815);g__Bacteroides(816);s__Bacteroides thetaiotaomicron(818);t__Bacteroides thetaiotaomicron(818);
Bacteroides sp. 9_1_42FAA,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_u_s,Bacteroides sp. 9_1_42FAA,0,0,0,1975.48,0,0,0,0,0,0,0,0,457395,k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Bacteroidaceae(815);g__Bacteroides(816);s__Bacteroides_u_s(816);t__Bacteroides sp. 9_1_42FAA(457395);
Bacteroides sp. AF39-10AT,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_u_s,Bacteroides sp. AF39-10AT,0,44070.12,43557.59,0,0,0,0,0,0,0,0,0,2292935,k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Bacteroidaceae(815);g__Bacteroides(816);s__Bacteroides_u_s(816);t__Bacteroides sp. AF39-10AT(2292935);
Bacteroides sp. AM27-13,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_u_s,Bacteroides sp. AM27-13,0,0,0,0,3479.53,27989.86,49511.91,0,0,0,0,0,2292947,k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Bacteroidaceae(815);g__Bacteroides(816);s__Bacteroides_u_s(816);t__Bacteroides sp. AM27-13(2292947);
Bacteroides stercorirosoris JCM 17103,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides stercorirosoris,Bacteroides stercorirosoris JCM 17103,0,0,0,0,0,630.64,2041.01,0,0,0,0,0,1236514,k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Bacteroidaceae(815);g__Bacteroides(816);s__Bacteroides stercorirosoris(871324);t__Bacteroides stercorirosoris JCM 17103(1236514);
Bacteroides thetaiotaomicron VPI-5482,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,Bacteroides thetaiotaomicron VPI-5482,0,3871.44,0,347.11,0,0,0,0,0,0,0,0,226186,k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Bacteroidaceae(815);g__Bacteroides(816);s__Bacteroides thetaiotaomicron(818);t__Bacteroides thetaiotaomicron VPI-5482(226186);
Bacteroides uniformis ATCC 8492,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,Bacteroides uniformis ATCC 8492,0,1483.64,0,1708.89,0,8422.35,15810.33,0,0,0,0,0,411479,k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Bacteroidaceae(815);g__Bacteroides(816);s__Bacteroides uniformis(820);t__Bacteroides uniformis ATCC 8492(411479);
Bacteroides uniformis,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,Bacteroides uniformis,0,0,2670.72,0,0,0,0,0,0,0,0,0,820,k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Bacteroidaceae(815);g__Bacteroides(816);s__Bacteroides uniformis(820);t__Bacteroides uniformis(820);
Bacteroides vulgatus ATCC 8482,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales_u_f,Phocaeicola,Phocaeicola vulgatus,Bacteroides vulgatus ATCC 8482,0,0,0,0,0,22756.61,43188.14,0,0,0,0,0,435590,k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Bacteroidales_u_f(171549);g__Phocaeicola(909656);s__Phocaeicola vulgatus(821);t__Bacteroides vulgatus ATCC 8482(435590);
Bacteroides vulgatus CL09T03C04,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales_u_f,Phocaeicola,Phocaeicola vulgatus,Bacteroides vulgatus CL09T03C04,0,22281.2,25503.88,0,0,0,0,0,0,0,0,0,997891,k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Bacteroidales_u_f(171549);g__Phocaeicola(909656);s__Phocaeicola vulgatus(821);t__Bacteroides vulgatus CL09T03C04(997891);
Bacteroides vulgatus str. 3975 RP4,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales_u_f,Phocaeicola,Phocaeicola vulgatus,Bacteroides vulgatus str. 3975 RP4,0,0,0,0,3415.58,0,0,0,0,0,0,0,1339352,k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Bacteroidales_u_f(171549);g__Phocaeicola(909656);s__Phocaeicola vulgatus(821);t__Bacteroides vulgatus str. 3975 RP4(1339352);
Bacteroides xylanisolvens CL03T12C04,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides xylanisolvens,Bacteroides xylanisolvens CL03T12C04,0,173.6,0,0,0,0,75.88,0,0,0,0,0,997892,k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Bacteroidaceae(815);g__Bacteroides(816);s__Bacteroides xylanisolvens(371601);t__Bacteroides xylanisolvens CL03T12C04(997892);
Bacteroidetes oral taxon 274 str. F0058,Bacteria,Bacteroidetes,Bacteroidetes_u_c,Bacteroidetes_u_o,Bacteroidetes_u_f,Bacteroidetes_u_g,Bacteroidetes_u_s,Bacteroidetes oral taxon 274 str. F0058,0,0,0,0,0,0,0,0,0,0,139.35,0,575590,k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidetes_u_c(976);o__Bacteroidetes_u_o(976);f__Bacteroidetes_u_f(976);g__Bacteroidetes_u_g(976);s__Bacteroidetes_u_s(976);t__Bacteroidetes oral taxon 274 str. F0058(575590);
Barnesiella intestinihominis YIT 11860,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella intestinihominis,Barnesiella intestinihominis YIT 11860,0,416.64,478.93,488.55,0,0,0,0,0,0,0,0,742726,k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Barnesiellaceae(2005519);g__Barnesiella(397864);s__Barnesiella intestinihominis(487174);t__Barnesiella intestinihominis YIT 11860(742726);
Bifidobacterium breve CECT 7263,Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium breve,Bifidobacterium breve CECT 7263,0,0,0,0,0,0,0,0,252.7,440.11,0,0,1036735,k__Bacteria(2);p__Actinobacteria(201174);c__Actinomycetia(1760);o__Bifidobacteriales(85004);f__Bifidobacteriaceae(31953);g__Bifidobacterium(1678);s__Bifidobacterium breve(1685);t__Bifidobacterium breve CECT 7263(1036735);
Bifidobacterium catenulatum DSM 16992 = JCM 1194 = LMG 11043,Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium catenulatum,Bifidobacterium catenulatum DSM 16992 = JCM 1194 = LMG 11043,0,0,0,929.8,0,0,476.32,0,0,0,0,0,566552,k__Bacteria(2);p__Actinobacteria(201174);c__Actinomycetia(1760);o__Bifidobacteriales(85004);f__Bifidobacteriaceae(31953);g__Bifidobacterium(1678);s__Bifidobacterium catenulatum(1686);t__Bifidobacterium catenulatum DSM 16992 = JCM 1194 = LMG 11043(566552);
Bifidobacterium_u_t,Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium_u_s,Bifidobacterium_u_t,0,309.61,0,0,0,139.09,0,0,0,0,0,0,1678,k__Bacteria(2);p__Actinobacteria(201174);c__Actinomycetia(1760);o__Bifidobacteriales(85004);f__Bifidobacteriaceae(31953);g__Bifidobacterium(1678);s__Bifidobacterium_u_s(1678);t__Bifidobacterium_u_t(1678);
Bifidobacterium catenulatum subsp. kashiwanohense JCM 15439 = DSM 21854,Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium catenulatum,Bifidobacterium catenulatum subsp. kashiwanohense JCM 15439 = DSM 21854,0,0,0,0,0,0,0,0,1512.35,2631.94,0,0,1150460,k__Bacteria(2);p__Actinobacteria(201174);c__Actinomycetia(1760);o__Bifidobacteriales(85004);f__Bifidobacteriaceae(31953);g__Bifidobacterium(1678);s__Bifidobacterium catenulatum(1686);t__Bifidobacterium catenulatum subsp. kashiwanohense JCM 15439 = DSM 21854(1150460);
Bifidobacterium longum NCC2705,Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum,Bifidobacterium longum NCC2705,0,277.04,327.25,0,0,0,0,0,0,0,0,0,206672,k__Bacteria(2);p__Actinobacteria(201174);c__Actinomycetia(1760);o__Bifidobacteriales(85004);f__Bifidobacteriaceae(31953);g__Bifidobacterium(1678);s__Bifidobacterium longum(216816);t__Bifidobacterium longum NCC2705(206672);
Bifidobacterium longum subsp. longum 1-5B,Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum,Bifidobacterium longum subsp. longum 1-5B,0,0,0,0,0,1488,0,0,0,0,0,0,1350471,k__Bacteria(2);p__Actinobacteria(201174);c__Actinomycetia(1760);o__Bifidobacteriales(85004);f__Bifidobacteriaceae(31953);g__Bifidobacterium(1678);s__Bifidobacterium longum(216816);t__Bifidobacterium longum subsp. longum 1-5B(1350471);
Bifidobacterium longum subsp. longum ATCC 55813,Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum,Bifidobacterium longum subsp. longum ATCC 55813,0,0,0,0,0,0,2395.07,0,0,0,0,0,548480,k__Bacteria(2);p__Actinobacteria(201174);c__Actinomycetia(1760);o__Bifidobacteriales(85004);f__Bifidobacteriaceae(31953);g__Bifidobacterium(1678);s__Bifidobacterium longum(216816);t__Bifidobacterium longum subsp. longum ATCC 55813(548480);
Bifidobacterium longum subsp. longum F8,Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum,Bifidobacterium longum subsp. longum F8,0,0,0,1846.86,0,0,0,0,0,9567.37,0,0,722911,k__Bacteria(2);p__Actinobacteria(201174);c__Actinomycetia(1760);o__Bifidobacteriales(85004);f__Bifidobacteriaceae(31953);g__Bifidobacterium(1678);s__Bifidobacterium longum(216816);t__Bifidobacterium longum subsp. longum F8(722911);
Bifidobacterium pseudocatenulatum IPLA36007,Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pseudocatenulatum,Bifidobacterium pseudocatenulatum IPLA36007,0,2508.28,3686.84,7745.93,0,1537.22,3790.5,253.03,13602.68,23321.77,0,0,1454376,k__Bacteria(2);p__Actinobacteria(201174);c__Actinomycetia(1760);o__Bifidobacteriales(85004);f__Bifidobacteriaceae(31953);g__Bifidobacterium(1678);s__Bifidobacterium pseudocatenulatum(28026);t__Bifidobacterium pseudocatenulatum IPLA36007(1454376);
Bifidobacterium longum,Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum,Bifidobacterium longum,0,0,0,0,0,0,0,0,4355.45,0,0,0,216816,k__Bacteria(2);p__Actinobacteria(201174);c__Actinomycetia(1760);o__Bifidobacteriales(85004);f__Bifidobacteriaceae(31953);g__Bifidobacterium(1678);s__Bifidobacterium longum(216816);t__Bifidobacterium longum(216816);
Bifidobacterium sp. N5G01,Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium_u_s,Bifidobacterium sp. N5G01,0,0,499.63,1036.34,0,0,507.65,0,1903.01,3348.1,0,0,2013021,k__Bacteria(2);p__Actinobacteria(201174);c__Actinomycetia(1760);o__Bifidobacteriales(85004);f__Bifidobacteriaceae(31953);g__Bifidobacterium(1678);s__Bifidobacterium_u_s(1678);t__Bifidobacterium sp. N5G01(2013021);
Bilophila sp. 4_1_30,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Bilophila,Bilophila_u_s,Bilophila sp. 4_1_30,0,600.6,641.83,0,0,0,120.8,0,0,0,0,0,693988,k__Bacteria(2);p__Proteobacteria(1224);c__Deltaproteobacteria(28221);o__Desulfovibrionales(213115);f__Desulfovibrionaceae(194924);g__Bilophila(35832);s__Bilophila_u_s(35832);t__Bilophila sp. 4_1_30(693988);
Bilophila wadsworthia 3_1_6,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Bilophila,Bilophila wadsworthia,Bilophila wadsworthia 3_1_6,0,0,0,0,0,590.57,0,0,0,0,0,0,563192,k__Bacteria(2);p__Proteobacteria(1224);c__Deltaproteobacteria(28221);o__Desulfovibrionales(213115);f__Desulfovibrionaceae(194924);g__Bilophila(35832);s__Bilophila wadsworthia(35833);t__Bilophila wadsworthia 3_1_6(563192);
Bilophila wadsworthia ATCC 49260,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Bilophila,Bilophila wadsworthia,Bilophila wadsworthia ATCC 49260,0,6334.62,6660.73,150.64,0,0,1074.23,0,0,0,0,0,1408428,k__Bacteria(2);p__Proteobacteria(1224);c__Deltaproteobacteria(28221);o__Desulfovibrionales(213115);f__Desulfovibrionaceae(194924);g__Bilophila(35832);s__Bilophila wadsworthia(35833);t__Bilophila wadsworthia ATCC 49260(1408428);
Bittarella massiliensis,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Bittarella,Bittarella massiliensis,Bittarella massiliensis,0,0,0,0,0,0,0,0,0,261.32,0,0,1720313,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Ruminococcaceae(541000);g__Bittarella(1929297);s__Bittarella massiliensis(1720313);t__Bittarella massiliensis(1720313);
Blautia hydrogenotrophica DSM 10507,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia hydrogenotrophica,Blautia hydrogenotrophica DSM 10507,0,103.93,167.44,452.55,0,0,0,0,0,0,0,0,476272,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Blautia(572511);s__Blautia hydrogenotrophica(53443);t__Blautia hydrogenotrophica DSM 10507(476272);
Blautia luti DSM 14534,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia luti,Blautia luti DSM 14534,0,0,0,0,0,0,0,0,0,125.69,0,0,649762,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Blautia(572511);s__Blautia luti(89014);t__Blautia luti DSM 14534(649762);
Blautia massiliensis,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia massiliensis,Blautia massiliensis,0,2719.18,3252.21,3854.96,0,0,755.45,0,0,0,0,0,1737424,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Blautia(572511);s__Blautia massiliensis(1737424);t__Blautia massiliensis(1737424);
Blautia producta,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia producta,Blautia producta,0,0,0,0,0,289.44,1247.95,0,0,585.5,0,0,33035,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Blautia(572511);s__Blautia producta(33035);t__Blautia producta(33035);
Blautia sp. AF19-10LB,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia_u_s,Blautia sp. AF19-10LB,0,0,0,0,0,13645.56,32920.74,0,0,0,0,0,2292961,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Blautia(572511);s__Blautia_u_s(572511);t__Blautia sp. AF19-10LB(2292961);
Blautia faecicola,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia faecicola,Blautia faecicola,0,414.35,735.92,1703.68,0,0,0,0,0,0,0,0,2509240,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Blautia(572511);s__Blautia faecicola(2509240);t__Blautia faecicola(2509240);
Blautia sp. Marseille-P2398,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia_u_s,Blautia sp. Marseille-P2398,0,4024.84,4537.16,0,0,0,0,0,0,0,0,0,1805476,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Blautia(572511);s__Blautia_u_s(572511);t__Blautia sp. Marseille-P2398(1805476);
Blautia sp. OM06-15AC,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia_u_s,Blautia sp. OM06-15AC,0,0,0,8359.54,0,0,0,0,0,0,0,0,2292984,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Blautia(572511);s__Blautia_u_s(572511);t__Blautia sp. OM06-15AC(2292984);
Blautia sp. OM07-19,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia_u_s,Blautia sp. OM07-19,0,0,0,0,0,0,0,829.21,29384.94,73065.94,0,0,2292985,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Blautia(572511);s__Blautia_u_s(572511);t__Blautia sp. OM07-19(2292985);
